50:51.0,,
04:56.3,0:00:05,
05:00.8,0:00:04,
05:06.9,0:00:06,
05:48.1,0:00:41,
05:52.6,0:00:04,
05:59.2,0:00:07,
06:03.5,0:00:04,
06:07.8,0:00:04,
06:12.3,0:00:05,
06:56.6,0:00:44,
07:01.1,0:00:04,
07:06.5,0:00:05,
07:11.0,0:00:04,
07:15.3,0:00:04,
07:19.6,0:00:04,
07:24.0,0:00:04,
23:58.1,0:16:34,
24:02.7,0:00:05,
24:24.0,0:00:21,
24:28.7,0:00:05,
24:33.1,0:00:04,
24:37.6,0:00:05,
24:41.7,0:00:04,
24:46.7,0:00:05,
25:32.0,0:00:45,
25:36.2,0:00:04,
25:40.6,0:00:04,
25:45.3,0:00:05,
26:20.2,0:00:35,
26:24.6,0:00:04,
26:28.9,0:00:04,
26:33.2,0:00:04,
26:37.5,0:00:04,
26:41.9,0:00:04,
26:46.6,0:00:05,
26:51.0,0:00:04,
27:30.5,0:00:39,
27:35.0,0:00:04,
27:39.3,0:00:04,
27:43.7,0:00:04,
27:48.2,0:00:04,
27:52.6,0:00:04,
28:58.4,0:01:06,
29:02.8,0:00:04,
29:07.2,0:00:04,
29:11.8,0:00:05,
29:16.3,0:00:05,
29:20.8,0:00:04,
30:06.7,0:00:46,
30:11.4,0:00:05,
30:15.9,0:00:04,
30:20.1,0:00:04,
31:00.2,0:00:40,
31:04.6,0:00:04,
31:09.2,0:00:05,
31:13.7,0:00:04,
31:53.1,0:00:39,
31:56.9,0:00:04,
32:01.2,0:00:04,
32:05.6,0:00:04,
32:09.9,0:00:04,
32:14.5,0:00:05,
32:57.6,0:00:43,
33:01.8,0:00:04,
33:06.2,0:00:04,
33:10.6,0:00:04,
33:14.8,0:00:04,
33:19.1,0:00:04,
34:14.5,0:00:55,
34:18.8,0:00:04,
34:23.0,0:00:04,
34:27.4,0:00:04,
35:38.5,0:01:11,
35:43.4,0:00:05,
36:34.3,0:00:51,
36:38.7,0:00:04,
37:44.2,0:01:06,
37:48.7,0:00:05,
37:52.9,0:00:04,
37:57.3,0:00:04,
38:37.7,0:00:40,
38:42.0,0:00:04,
38:46.4,0:00:04,
38:50.9,0:00:05,
38:55.7,0:00:05,
39:00.2,0:00:04,
39:04.3,0:00:04,
39:08.8,0:00:05,
39:42.7,0:00:34,
39:47.3,0:00:05,
39:52.2,0:00:05,
39:57.2,0:00:05,
40:01.3,0:00:04,
40:05.9,0:00:05,
40:10.5,0:00:05,
40:15.4,0:00:05,
40:19.8,0:00:04,
40:24.2,0:00:04,
40:28.4,0:00:04,
40:32.8,0:00:04,
40:37.1,0:00:04,
40:41.9,0:00:05,
40:46.2,0:00:04,
40:50.6,0:00:04,
40:54.9,0:00:04,
40:59.4,0:00:04,
41:04.4,0:00:05,
41:09.3,0:00:05,
41:13.6,0:00:04,
41:18.7,0:00:05,
41:23.1,0:00:04,
41:27.7,0:00:05,
41:32.0,0:00:04,
41:36.5,0:00:05,
41:40.8,0:00:04,
41:45.1,0:00:04,
41:49.4,0:00:04,
41:53.8,0:00:04,
41:59.8,0:00:06,
42:04.2,0:00:04,
42:08.5,0:00:04,
42:12.8,0:00:04,
42:33.8,0:00:21,
42:38.4,0:00:05,
42:42.8,0:00:04,
42:48.3,0:00:05,
42:52.5,0:00:04,
42:57.3,0:00:05,
43:01.8,0:00:04,
43:06.7,0:00:05,
43:11.4,0:00:05,
43:15.7,0:00:04,
43:20.0,0:00:04,
43:24.4,0:00:04,
43:29.0,0:00:05,
43:33.2,0:00:04,
43:37.6,0:00:04,
43:42.0,0:00:04,
44:30.3,0:00:48,
44:35.0,0:00:05,
44:39.3,0:00:04,
44:43.6,0:00:04,
44:48.5,0:00:05,
44:54.0,0:00:05,
44:58.3,0:00:04,
45:02.8,0:00:05,
45:06.9,0:00:04,
45:44.7,0:00:38,
45:49.0,0:00:04,
45:53.1,0:00:04,
45:57.7,0:00:05,
46:01.8,0:00:04,
46:06.0,0:00:04,
